Class;Text
NEG;Fondo pelnas uþ 2020 m. siekë 3,31 mln. Eur bei maþëjo apie 56,5% (2019 m. – 7,61 mln. Eur). Grupë nurodo, kad maþesniam pelnui átakos turëjo ið naujo atliktas investicinio turto vertinimas, o jam – konservatyvesni pinigø srautai.
NEU;Dël konvertuojamøjø obligacijø iðleidimo bus papildomai balsuojama ðaukiamame bendrovës visuotiniame akcininkø susirinkime. Priëmus teigiamus sprendimus, áskaitant naujai iðleidþiamø konvertuojamø obligacijø pirmumo teisæ perleisti Pagalvos verslo fondui, bei pasiraðius sutartis su PVF, AB „Luminor“ bankas „Novaturui“ taip pat suteiks palankesnes paskolø gràþinimo sàlygas.
NEG;Ji aiðkino, kad subsidijos dydis priklausys nuo apyvartos kritimo.
POS;Internetiniø platformø pardavimai iðaugo 11 procentø.
NEG;Baudþiamoji atsakomybë uþ prekybà poveikiu
NEU;Interviu „Bloomberg“ jis pasakë, kad dar yra kelios savaitës sandoriams sudaryti, po to seks áspûdingas akcijø augimas, o po jo, kaip visuomet, stiprus krytis.
NEG;Beje, vasará Lietuvos radijo ir televizijos komisija antrà kartà per pusmetá nustatë paþeidimà „RTR Planeta“ laidose.
POS;Antrajame paramos pakete labiausiai nukentëjusiems verslams – 70 mln. eurø
NEG;Ið prokuroro paskelbto kaltinamojo akto aiðkëja, kad á pareigûnø akiratá patekusiø keturiø taksi paslaugas Panevëþyje teikianèiø bendroviø vienintelis vadovas yra G.Zaranka. Buhalterinæ apskaità tvarkë dvi buhalterës.
NEG;Dël nesumokëtø mokesèiø „Sodra“ ðioje byloje pareiðkë per 36,5 tûkst. eurø ieðkiná.
POS;Lietuvos verslo paramos agentûra (LVPA) skelbia jau pasiraðiusi 21 sutartá su projektø vykdytojais. Maþiausia suma vienam projektui siekia 46 tûkst. eurø, didþiausia – 1 mln. eurø.
NEG;Nukentëjæ klientai ið „CityBee“ reikalaus po 300 Eur: átarimø kyla dël skambuèiø ir bandymø prisijungti prie paskyrø (175)
NEU;Sekant pinigus: kodël Lietuvoje prieinama Kremliaus þiniasklaida nesistengia uþdirbti pelno (295)
POS;Pernai rudená ámonë skelbë, kad 7 tûkst. kv. metrø ploto angare planuojama sukurti 50–80 darbo vietø, jame vienu metu bus galima daþyti du orlaivius. Ateityje ámonë planuoja já padidinti, kad tilptø daugiau orlaiviø.
NEG;Buvusià Sauliaus Skvernelio vadovaujamà Vyriausybæ ne kartà purtë skandalai dël to, kokiais kriterijais vadovaujantis ir kuriems projektams yra skirstomos Keliø fondo lëðos. Bene garsiausia istorija – dël keliø ðimtø tûkstanèiø eurø skyrimo keliui prie premjero gyvenamojo namo asfaltuoti.
NEU;Pastebime, kad vis daugiau klientø pageidauja inþineriniø sistemø prieþiûros ir valymo paslaugø viename pakete.
NEU;Kol darbuotojai nebus paskiepyti, verslas rizikuoja ekonomikai atsigaunant likti nuoðalyje, tad tarptautinës verslo organizacijos jau pradeda planuoti vakcinø nuo COVID-19 pirkimus 2022 m.
NEU;Nukentëjæ asmenys, susijæ su ðiuo duomenø saugumo incidentu, gali kreiptis bendru VDAI elektroniniu paðtu ada@ada.lt, tyrimo laukelyje nurodydami raktiná þodá „CityBee“. Atsiþvelgiant á tai, kad VDAI pradës tyrimà savo iniciatyva dël duomenø saugumo paþeidimo ámonëje, todël nukentëjusiesiems nëra bûtinybës teikti atskirus skundus.
POS;Manoma, jog toks DLT technologija grástas modelis galëtø bûti sëkmingai integruotas laisvosiose ekonominëse zonose, kuriose veiklà vysto daug skirtingo pobûdþio gamybos ámoniø. Galëdamos pasiûlyti 3D spausdinimo paslaugà savo vietiniams klientams, o taip pat bet kurioje pasaulio vietoje veikianèiam verslui, ðios zonos ágytø papildomo konkurencinio pranaðumo, padëtø verslui sumaþinti gamybos kaðtus, iðvengti ávairiø rizikø.
POS;O geriausia þinia yra ta, kad ilgalaikës vertës potencialà turi ne vien didþiausios tarptautinës bendrovës. Ilgalaikës vertës kûrimo principus ir praktikas gali taikyti ir smulkus bei vidutinis verslas. Tai, kad vis daugiau Lietuvos ámoniø atkreipia dëmesá ir domisi galimybëmis kurti ilgalaikæ vertæ, rodo, jog esame globalios rinkos dalis ir keièiamës kartu su pasauliu.
NEG;Paðnekovas svarsto, kad „CityBee“ tokiu bûdu galimai siekia iðvengti atsakomybës, remiantis Bendruoju duomenø apsaugos reglamentu (BDAR), kuris ásigaliojo 2018 m. geguþæ.
NEG;Lietuvos Vyriausybë treèiadiená nusprendë uþdrausti diegti Kinijos ámonës „Nuctech“ rentgeno patikros árangà ðalies oro uostuose dël galimos grësmës nacionaliniam saugumui.
NEU;Pavyzdþiui, jau ðiandien bûtø galima leisti pradëti veikti gidams, kurie galëtø lietuviams maþomis grupëmis, saugiais atstumais, su audiogidais vesti ekskursijas“, – ragino ji.
NEG;Pirmuoju atveju, iðmoka bus apskaièiuojama pagal 2019 metais sumokëtà GPM ir sudarys tiek proc. nuo sumokëto GPM, kiek per pandemijà smuko apyvarta. Vienkartinë subsidija sieks ne maþiau kaip 500 eurø, didþiausia galima jos suma – 100 tûkst. eurø.
POS;Pasak „MAAS Aviation“ generalinio direktoriaus Timothy Hugh McDougaldo, Kaunas pasirinktas, nes Lietuvos valdþios institucijos norëjo á ðalá pritraukti naujà pramonës ðakà, be to, su Airijos ámone sutiko bendradarbiauti orlaiviø aptarnavimo bendrovë „FL Technics“.
POS;PVF – tai vadinamasis „paskutinis vilties skolintojas“ su pandemija besigrumianèiam vidutiniam ir stambiam verslui. Jis verslui skolina tiek tiesiogiai, tiek supirkdamas bendroviø obligacijas. Fondà valdo Valstybës investicijø valdymo agentûra (VIVA). Á fondà lëðas áneða UAB „Valstybës investicinis kapitalas“ (VIK), kuris kaip tik ruoðiasi iki 400 mln. Eur apimties obligacijø emisijai .
NEU;Verslas ir VMI skirtingai traktuoja finansinius sunkumus
POS;Taèiau jei reikëtø ávardinti privaèios medicinos lyderá, tokia galëtø tapti „Inmedica“. 2004 m. ákurta ir nuo keturiø klinikø pradëjusi plëtrà ámonë, kone kas keletà mënesiø praneða apie naujai ásigytas ðeimos klinikas ir kitas ástaigas, o plëtrai finansuoti leidþia obligacijas – tai lëðø pritraukimo sprendimas, kurá ágyvendina dar nedaugelis Lietuvos ámoniø.
NEU;Praneðime paþymima, kad ðiuo metu ið Lietuvos vykstant á daugelá Europos Sàjungos (ES) arba treèiøjø ðaliø bûtina turëti ne anksèiau kaip prieð 72 arba 48 val. iki atvykimo gautà neigiamo rezultato patvirtinimà – daugeliu atveju ðalys pripaþásta ne tik PGR, bet ir greitøjø antigenø testø paþymas.
NEU;UAB Merko statyba ir UAB Merko bûstas atstovauja Lietuvoje AS Merko Ehitus . Visose Baltijos ðalyse ir Norvegijoje veikianèios grupës apyvarta 2020 metais buvo 316 mln. eurø, grynasis pelnas – 23 mln. eurø.
NEG;Praëjusiø metø pabaigoje Kauno apygardos teismas „Arvi ir ko“ taip pat iðkëlë bankroto bylà. Portalas 15min.lt sausio pabaigoje praneðë, kad V.Kuèinskas informavo savo kreditorius, kad ne anksèiau kaip per mënesá kreipsis á teismà, praðydamas iðkelti asmeninio bankroto bylà .
NEU;Ði ámonë ákurta 2019 metø birþelio 17-àjà – tà paèià dienà, kai Betono bazë ir „Eurovia Lietuva“ pasiraðë sutartá, pagal kurià Betono bazë ásipareigojo tiekti betono miðiná Ignalinos atominës elektrinës labai maþo aktyvumo radioaktyviøjø atliekø kapinynui.
POS;Sovietmeèiu statyto „Garso“ kino teatro griovimui prieðinasi visuomenininkø grupë, jie siekia iðsaugoti senàjá pastatà ir árodyti, kad sprendimai statyti menø centrà yra neteisëti. Prieð kino teatro pastato griovimà yra pasisakiusi ir Valstybinë kultûros paveldo komisija.
POS;Praëjusiais metais „Rinvest“ pradëjo vystyti 4 naujus projektus: kotedþø projektà „Pavilnio parkas“ Pavilnyje, kotedþø ir daugiabuèiø namø projektà „Riverland“ Lazdynëliuose, daugiabuèio projektà „Ðeðkinës 55“ Ðeðkinëje ir daugiabuèiø projektà Bajoruose. „Riverland“ – didþiausias iki ðiol bendrovës vystomas projektas, kurio statybos vykdomos trimis etapais: per pirmuosius du etapus bus pastatyta apie 13 000 kv. m. gyvenamosios ir komercinës paskirties bûsto, treèiasis etapas dar planuojamas.
POS;Anot S.Aliukonytës-Ðnirienës, paramos gavimo ir panaudojimo metines ataskaitas uþ 2019 metus pateikë daugiau nei 10,4 tûkst. paramos gavëjø.
POS;Baltijos ðaliø birþose dominavo prekyba bankø akcijomis. „Coop Pank“ akcijø kainos ralis tæsësi ðeðtà prekybos sesijà ið eilës (+2,17 proc.), „LHV Group“ akcijos atpigo 2,18 proc., Ðiauliø banko pabrango 1,18 procento. Bendrai bankø akcijø perleista uþ 1,57 mln. eurø, kas sudarë 55 proc. visos prekybos apyvartos. Ðiauliø bankas praneðë, kad „Moody‘s Investor Service“ patvirtino anksèiau suteiktà ilgalaikiø indëliø reitingà „Baa2“, o jo perspektyvà pakeitë ið stabilios á teigiamà. „Moody‘s“ praneðime teigiama, kad reitingø perspektyva pagerinta ávertinus lûkesèius, kad Ðiauliø bankas iðlaikys tvirtà kapitalo pozicijà, uþtikrins tvarø pelningumà, sëkmingai valdys turto rizikà ir rizikos apetità. Aktyviai vakar prekiauta ir „ Ignitis grupës “ akcijomis – apyvarta siekë 380,9 tûkst. eurø, kaina pakilo 0,48 proc. (iki 21,05 euro uþ akcijà).
NEU;Dabar motinystës iðmoka sudaro 77,58 proc. nuo moters darbo uþmokesèio „ant popieriaus“ vidurkio, kuris apskaièiuojamas pagal draudþiamàsias pajamas, gautas per 12 kalendoriniø mënesiø laikotarpá.
POS;„Visus praëjusius metus daug dirbome, kad stabilizuotume ámonës finansinæ padëtá. Ðiø pastangø rezultatas – 5 mln. eurø siekiantys ilgalaikiø paskolø susitarimai ir ðis 10 mln. eurø sandoris árodo „Novaturo“, kaip finansinio partnerio, patikimumà. Partneriø iðreikðtà pasitikëjimà mûsø nuosekliais veiksmais suvaldant kriziná laikotarpá priimame kaip „Novaturo“ komandos ádëtø pastangø ávertinimà ir tikëjimà turizmo sektoriaus potencialu. Þinoma, ðiek tiek uþtruks, kol galësime gráþti prie iki pandeminio laikotarpio apimèiø, todël imamës visø priemoniø uþsitikrinti didesná finansiná rezervà. Pritrauktos lëðos padës mums dar labiau sustiprinti organizuotø kelioniø lyderio pozicijas Baltijos ðalyse. Finansinës susitarimo sàlygos taip pat yra palankios uþtikrinti greità ámonës veiklos atsigavimà panaikinus suvarþymus“, – sakë „Novaturo“ grupës vadovë Audronë Keinytë.
POS;Bendrovës vadovas pateikia konkretø pavyzdá – ágyvendinus projektà, pasikeis traukinio águlos iðleidimo procesas: darbuotojai per mobiliàjà aplikacijà galës bendrauti tarpusavyje, susisiekti su vadovais, supildyti duomenis apie traukiná, taip pat – matys savo darbo grafikus, uþduotis. „Popieriná“ rankiná kasdiená darbà, kaip, pavyzdþiui, duomenø apie traukiná suraðymà ar kolegø darbo grafikø pokyèius pakeis ir þymiai palengvins skaitmeniniai árankiai.
POS;„Ðiuo atveju siuntëjas yra elektroninë parduotuvë, todël gavëjas turëtø kreiptis á pardavëjà, o pardavëjas á mus. Tokia þalos atlyginimo tvarka numatyta tiek tarptautiniuose, tiek Lietuvos paðto paslaugà reglamentuojanèiuose dokumentuose“, – aiðkino U. Bertaðiûtë ir pridûrë, kad bendrai jau kelerius metus pasaulinës tendencijos rodo, jog elektroninës prekybos siuntø kiekis kasmet auga, laiðkø, prieðingai – maþëja, o ðis laikotarpis, bendrai dël siuntø gausos, prilyginamas kalëdiniui.
POS;Bet kuriuo atveju, Latvijoje tai turëtø bûti didþiausias IPO. Kompanija yra didþiausiø pajamø gavëja ðalyje. Akcijas planuojame kotiruoti ir „Nasdaq“ Rygos vertybiniø popieriø birþoje, ðalia Frankfurto ar Londono, kur benuspræstume, dël likvidumo. IPO galës dalyvauti Baltijos ðaliø gyventojai, tai stipriausias tarptautinis prekës þenklas, kurá turi Latvija.
POS;Akcijø opcionus, kaip vienà ið atlygio formø, jau kelerius metus naudoja tokios ámonës kaip „Invalda INVL“, Ðiauliø bankas, „Auga Group“, „Telia“, „Linas Agro“ ir daugelis kitø, toks talentø pritraukimo sprendimas yra bûdingas daugeliui startuoliø.
NEU;Anot jo, ðalyje pernai lapkritá ávedus karantino reþimà, buvo uþdrausta ar apribota tam tikrø verslo sektoriø ûkinë veikla, todël verslo ámonës, dar nespëjusios atsigauti po pirmojo karantino, vël buvo priverstos stabdyti veiklà. Kai kurie nuo pandemijos nukentëjæ verslo sektoriai skaièiuoja vidutinës vieno mënesio apyvartos sumaþëjimà 70–80 proc. Ir ávyko ne dël krizinio rinkos ,,susitraukimo”, bet dël to, kad Vyriausybës nutarimais draudþiama vykdyti veiklas, tokias kaip verslo parodø, koncertø ir kiti masiniø renginiø organizavimas. Kol kas visiðkai neaiðku, kiek dar tokie draudimai truks ir kiek laiko ámonës turës iðgyventi, negaudamos jokiø pajamø ið minëtø veiklø.
NEG;D.Pernavienë 15min taip pat teigë mananti, kad toká sprendimà lëmë klaida. „Kas sëdëjo prie subsidijø skirstymo, tie neásikerta kas ir kaip. Sprendimus vieniems duoti, o kitiems neduoti, manau, lemia kvalifikacijos trûkumas. Kitaip tai bûtø sunku paaiðkinti sveiku protu“, – piktinosi ji.
POS;„Tai yra ta pirmoji pagalvë, kuri galëtø spræsti situacijà tø þmoniø, kurie neteko darbo pandemijos laikotarpiu“, – kalbëjo S.Krëpðta.
POS;Alfa.lt primena, kad PVF valdanèios VIVA pirmasis sandoris sudarytas pernai gruodá. Tuomet VIVA skyrë 7 mln. eurø UAB „Enerstena“. Ði ámonë projektuoja, gamina ir árengia biomasës katilines.
NEG;„Verslams, [kurie naudojasi „CityBee“ paslaugomis – aut. past.] didelë þala nebus padaryta. Ten gali bûti rezervacijø duomenys ar marðrutø informacija, kur ir kà ámonë veþa, ið kur perka, kur parduoda. Ið tø duomenø teoriðkai tai bûtø galima atsekti.
NEU;„Ta skola yra tokia, kad, laiku negràþinus pinigø, skola bus konvertuota á akcijas. Tai yra valstybës valdomas fondas turës akcijø ðiose kompanijose“, – pastebëjo M. Dubnikovas.
POS;„Tikime, kad tinklø susijungimas sudarys sàlygas gerinti paslaugø kokybæ, didinti prieinamumà pacientams bei pasiûlyti patrauklias darbo sàlygas ðalies medicinos specialistams“, – sako „MediCA grupës“ generalinë direktorë Þaneta Girdvainytë.
NEU;"„Turbût pats blogiausias scenarijus bûtø apartamentai. Ir jeigu mums bûtø galima to vienaip ar kitaip neleisti, manau, kad mes tai darytume"", - sakë R.Malinauskas."
POS;Dar vienas reikðmingas tvarumo svarbà ateityje iðryðkinantis aspektas – augantis jo poreikis rinkos lyderëmis laikomose Skandinavijos ðalyse, taip pat Vokietijoje, Prancûzijoje. Paðnekovo teigimu, verslas vis labiau mezga ryðius su pasauliu, su kaimynais Ðiaurëje ir Vakarø Europoje, ið kur ateina diktatas verslo kultûrai, atsakingiems verslo sprendimams.
NEG;Bet jau maèiau, kad dalis tø þmoniø, kuriø duomenys nutekëjo, neva jau sulaukia skambuèiø ið kitø valstybiø su visokiais pasiûlymais. Jei ta informacija bus piktavaliðkai naudojama ir þmonës tà jaus, tai darys neigiamà átakà ir uþmirðti visa tai bus gana sudëtinga“, – naujienø portalui lrytas.lt komentavo L.Ulevièius.
POS;Augimà daugiausia lëmë pajamos, gautos ið banko parduotø vertybiniø popieriø, iðreikðtø JAV doleriais, kurie pernai brango.
POS;Nuo sausio valstybë moka 260 eurø tik tiems savarankiðkai dirbantiesiems, kuriø profesija pripaþinta kaip patyrusi dël pandemijos ávestø ûkinës veiklos ribojimø.
POS;„Tai labai reikðmingas ávertinimas, parodantis, kad Ðiauliø bankas sugeba sëkmingai veikti net ir esant nepalankiai ekonominei aplinkai“, – pabrëþë Ðiauliø banko administracijos vadovas Vytautas Sinius.
NEU;Akcijø pirkimo ir pardavimo sumø pagal pasiraðytà sutartá ðalys sutarë neatskleisti.
NEG;„Tikrai kelia nerimà vienas rodiklis – nedarbo rodiklis. Ðiuo metu nedarbas Lietuvoje siekia maþdaug 10 proc., ir tai yra maþdaug pusantro karto didesnis rodiklis negu vidutiniðkai Europos Sàjungos ðalyse. Prieð pandemijà pagal nedarbo lygá mes atrodëme þymiai geriau ir buvome geresni negu vidutiniðkai ES ðalyse“, – LRT radijui ketvirtadiená sakë S. Krëpðta.
NEU;„Vilniaus vandenys“ BNS informavo, jog sutartis pasiraðyta vasario 11 dienà, jos vertë – 3,29 mln. eurø (be PVM).
NEG;Baltarusiðko biokuro importas pradëjo sparèiai kilti dar 2017 m. ir kiekvienais metais jo kiekiai rinkoje iðaugdavo po maþdaug 20 proc. Sektoriaus atstovai perspëja – ðildant ðalá pigesne baltarusiðka skiedra ilguoju laikotarpiu pralaimësime.
NEU;„Tà patá matëme ðiek tiek anksèiau su prestiþine klase, kuri po 2008 m. krizës atsigavo greièiausiai ir jau virðija didþiausius 2007 m. pardavimø vidurkius. Dabar matome, kad vidutinë klasë lygiai taip pat – arèiau miesto centro kainos – didesnës.
POS;2019-aisiais metais Prancûzijos ir Nyderlandø bendrovë uþdirbo 290 mln. Eur grynojo pelno.
POS;„Viso biokuro, kurá Lietuvos ámonës galëtø sunaudoti, vertë siekia 40-50 mln. eurø, ir tik treèdalá to sunaudojame. Lietuvoje þaliavos, tinkanèios biokurui, yra begalë. Ir net nekalbame apie didesnius miðkø kirtimus, kurie visuomenëje nepopuliarûs, ar kitus sprendimus, kurie kenktø gamtai. Tiesiog reikia pradëti skaièiuoti, kiek þaliavos turime, kiek mums jos reikia, tada þinosime, kiek reikia atsiveþti“, – tikina M.Valukynas.
NEU;Astravo AE pirmasis reaktorius buvo ájungtas praëjusiø metø rugpjûèio 20 dienà, gruodþio 22-àjà pradëtas jo bandomojo pramoninio naudojimo etapas, o sausio 12 dienà jis pradëjo veikti visu pajëgumu.
NEU;Anot jo, kai kurie sostinës mikrorajonai iðloðia, taèiau esantys toliau nuo centro – praloðia. Pavyzdþiui, per ketverius metus kainos maþiausiai kilo Paðilaièiuose, Perkûnkiemyje (10 proc.), Pilaitëje – 15 proc. Pastarajame mikrorajone – konkurencija didelë, vyksta daug pardavimø, taèiau kainø augimas atsilieka.
